NUM,EXPECTED,model_epoch_01_gs_6146_beam_width_1,# characters,edit distance
409,ほかにも証拠は出てくるはず,ほかにも紹果はでてくるはず,13,3
410,全部罪かぶってくれたのに,全部大加ぶってくれたのに,12,2
411,復活できるとこだったのにな,フェックできるとこだったのにな,13,4
412,やっぱり直感は正しかったわ,やっぱりちちゃんはただしかったわ,13,6
413,あんなの持たないでしょ,男のもたないでしょ,11,4
414,卑劣な犯罪者の敵がわたしなの,日別な半在社の適げたしたの,14,9
415,警視庁に来てもらうから,経始長にきてもらくから,11,5
416,マスコミいっぱい来るんでしょ,ますこも一体くるルでしょ,14,10
417,君にあれはね昆虫を見る目だよ,気ににあれはココンチェグを見る目だよ,14,8
418,ある意味カッコ良かったですよ,ある意味かこよかったですよ,14,4
419,同情するなら毛根をくれ,同上するならもう込んを力,11,7
420,何か感づかれるんじゃないかって,何かん無張れるんじゃないかって,15,3
421,樋口ゆかりを狙ってること,日当やかりを狙ってること,12,3
422,自分の考えを全部は言わない,自分の考えを全演はいわない,13,2
423,本当は真実にあげたかったんだよ,本当は新実に上げたかったんだよ,15,2
424,やっぱりちゃんと考えてるんだあなたも,アレットチャント考えてるんだなたたも,18,10
425,アピールする狙いもある,イピUルする人内もある,11,4
426,あなたの後ろには私達がいる,あなたのくろのに私したちがいる,13,6
427,みんなに防犯というものを,民なに防半というものを,12,3
428,知ってもらうためにやって来ました,しってもらくためにやってきました,16,3
429,絶対にドアを開けてはいけません,全体のオアをあけてはいけません,15,5
430,不測の事態の対処法です,不作の時体の対象方です,11,5
431,やっぱりあたし無理です,アレットアタシュムリです,11,10
432,仕事に対する姿勢の問題,仕事に対する市生の問題,11,2
433,家で好きなだけ寝ていなさい,いえですわなだけていないさい,13,6
434,木元さんが大変なんですよ,回とサンカが一然なんですよ,12,7
435,こちらから連絡するまで,こちらから連絡するまで,11,0
436,誠に申し訳ありませんが,まことにもうしわけありませんが,11,7
437,電話をお受けすることができません,電話を行けすることができません,16,2
438,いやになったんでしょう,いやになったんでしょう,11,0
439,社会人としてあるまじき行為,社回人としてあるまじいこうい,13,5
440,プロの自覚がない人間は,プロの時格がない人減は,11,3
441,とにかく真美りんだけは絶対ダメ,とにかくマミリンだけは全体だめ,15,8
442,部下の人生をもてあそぶ,ブカの人生を持てあばぶ,11,4
443,現在ガイシャの身元の割り出し中です,現在外社のみもとのわり出し注です,17,9
444,ただのチンピラ同士の喧嘩だ,ただのチンプラどうしの件かだ,13,6
445,使われた拳銃はフィリピンルートで,使われた検演はフリピンルUトで,16,4
446,事件ではないと思いますが,時件ではないと思いますが,12,1
447,それはこちらが決めますので,それはこちらが決めますので,13,0
448,これシュークリーム持ってきました,これシUクリUムもってきました,16,4
449,そんなに時間はかからないと思うわ,そんなに時間はかからないと思うわ,16,0
450,そういえば木元のやつって,そうええばきもとのやつって,12,4
451,土佐犬より気が強いです,とサインより期が使いです,11,6
452,あの子も相変わらずだな,あのこもいいかわらずだな,11,4
453,少量の塩素酸イオンが含まれていた,商量の円そさんオインが含まれていた,16,6
454,昨日から連絡つかなくってさ,機能から連絡使なくってさ,13,4
455,自宅に電話させてもらいました,自宅に電話させてもらいました,14,0
456,錦糸町のパブで働いてるんだけど,金島ちのパブではタイテテルダダドド,15,13
457,このままだと電気も止められる,このままだと電気もとめられる,14,1
458,ただいま留守にしております,ただいマルスにしております,13,3
459,今回も身元の分かる物は,今回もみもとのわかるものは,11,6
460,被害者の自転車にぶつかった,日外社の時点者につつかった,13,7
461,同じメッセージを残してる,同じめセUジをのこしてる,12,5
462,こういうメッセージを残したりはしない,こういうメッセUジをのこしたりはしない,18,3
463,木につるし上げたと考えられる,期につくし上げたと考えらられる,14,3
464,これらのことから犯人は,これらのことから半人は,11,1
465,激しいスポーツをやっていて,は決しいポUツをやっていて,13,4
466,社会生活はきちんとこなしていて,社回生活は月人なしていて,15,6
467,まだ犯行は続く可能性が高い,まだは今後は続く可能性が高い,13,3
468,戻ってるんじゃないかと思って,もっってるんじゃないかと思って,14,2
469,ああいうのに入ったりして,あううのにはいったりして,12,4
470,派手にはしゃいでいました,はでには最でいました,12,5
471,貼っていったものがありますけど,はっていったものがありますけど,15,1
472,免許証はホームレスから名義を買った,メンショクシはホUムレスから見じいををかった,17,12
473,殴る蹴るで殺したちゅう事件や,なグルルルでころしたちう時件分,14,10
474,当時話題になった事件です,当時話いになった時件です,12,2
475,何人かでやったんだよな,なん人かでやったんだよいな,11,3
476,それからリンチ殺人で殺された,それからリンチシュジジでころされた,14,6
477,見張り役だった男がいるんです,みは理約だったおここがいるんです,14,7
478,ゲームセンターで遊んでいた,ゲUムセンタUでアソンでいた,13,5
479,センター裏に連れ出し数発殴った,センタUラにつれだし次数はつなった,15,8
480,廃墟で両手足を縛ったうえで監禁,配供で料田しを使った上で完金,15,10
481,一部をインターネットで流した,一部をインタUネットでながした,14,3
482,その後江川さんは全身打撲による,その上げ側さんは全心だろくによる,15,7
483,自殺に見せかけようとしたが,自作にみせかけようとしたが,13,2
484,このときの警察の対応に,このときの計作の対応に,11,2
485,不自然なタイヤ痕を見つけた,不地前ないいや今を見つけた,13,6
486,何もせずに見殺しにした,何もセズニニごろしにした,11,6
487,新しいメールが来てます,新しいメUルがきてます,11,2
488,海外のサーバーから経由しています,回外のサUバUから経入しています,16,4
489,今科捜研がしらべてるだけど,今家総件がしらベテルだけど,13,6
490,拉致されているのは警視庁の刑事です,ラッシレネテルのは携施長の計じです,17,12
491,こっちに回すようにした,こっちに話すようにした,11,1
492,あの防犯キャンペーンのやつ,あの防半キャンペUンのサツ,13,4
493,国民の税金使ってあんな遊びして,国民の平均つかって案なおびして,15,7
494,お前らが許せないんだよね,お前かがゆるねないんだそよね,12,5
495,映像見ればわかるでしょ,映像見ればわわるでしょ,11,1
496,指揮権は大沢にしましょう,市期件は大加にしましょう,12,4
497,きわめて危険なマル被です,気わめてきけんなまる日です,12,7
498,病院跡から連れ出されて,予応員とからつれだされて,11,6
499,インターネットの書き込みチェックと,インタUネットのかき込みチェックト,17,3
500,特別犯罪対策の岩井だけど,特別半在体作の意合いだけど,12,7
501,調べてほしいことがあるんや,知れててしいことがあるんな,13,4
502,逃げられそうで逃げられない,にげられそうでにげられない,13,2
503,絶望で木元の気力が萎える事,出業できもとの力があるここと,13,11
504,犯人もそれを狙っている,半人もそれを狙っている,11,1
505,付けてって言ったんだから早く付けてよ,つけてっていったんだからは約付けてよよ,18,5
506,交換条件を持ち出し攻めに転じる,公感状件を持ちちしゃめて点じる,15,7
507,だったらいくらなら用意出来る,だったりくくららら用意できる,14,5
508,ストレスレベルも相当高い,ストレスレベルも装当た高い,12,2
509,不自然なノイズがずーっと入ってる,不地前なのイズがユUタとはいっている,16,9
510,学校でも問題児だったようです,が公でも問題時だったようです,14,3
511,証言を何人もしています,初現をなん人もしています,11,4
512,通話の記録ぐらい残っとるやろ,通わの広くグライのコットルやろ,14,11
513,警視庁の野立が頼んでるって,経始長ののだち違人でるとって,13,9
514,みなさんで分けてください,みなさんでわけてください,12,1
515,自己資金もふんだんに使ってる,事故式本ファンダンに使ってる,14,9
516,木元を水槽に入れたのも,記持とを水用に入れたのも,11,4
517,警察をからかって楽しんでる,決作をからかってたのシンでる,13,6
518,高倉山じゃないかという,高くやまゃじゃないかという,11,4
519,一度は溺死までさせられかけてる,一度はできしまでさせられかけてる,15,3
520,ボスが来ないと面白くないじゃん,ボスがこないと思しろくないじん,15,5
521,まあ確かにそんな感じだな,まあたかかにそんな感じだな,12,2
522,どこにでも丸腰で行くわ,どこにでもまるごしでいうわ,11,6
523,みんな付いてるそれ忘れないで,みんなついてるそれわすれないで,14,3
524,ストレスレベルが上がった,ストレスレベルが上がった,12,0
525,これが当時の通報の録音テープや,これが当時の通報のロロンンテUプライ,15,7
526,普通のことに興味がなくて,不通のことに強みがなくて,12,3
527,でも大人になったら個性ですよ,でもおと何なったら今生ですよ,14,5
528,科捜研総動員で解析してもらって,家想権総動員で開成してもらって,15,5
529,仲間なんて全然当てにならないだろう,中マナンネン全円あてにならないだろう,17,8
530,そんなことやっておもしろいのかよ,そんなことやっておも白いのかよ,16,2
531,友達がリンチされているんです,ともだちがリンチされているんです,14,4
532,俺は色々調べて勉強して,おれはいろろろらべてベンキ強して,11,10
533,少年院から出てきやがった,初年員間かで手切やがった,12,7
534,毎年祝ってやがったんだ,まいとしいわってやばがったんだ,11,7
535,小学校の同級生田島しんごです,商学校の動給制体まましゃん後です,14,9
536,彼も久保からいじめを受けています,かれも防からい時目を受けています,16,6
537,木元さんガールスカウトにいたから,回とサンガUルスカウトにいたから,16,5
538,あいつ諦めてなかったんや,いいつ合きらめてなかったんや,12,4
539,何も出来ないまま目の前で,何もできないままめの間で,12,4
540,仲間が死んでいく辛さを味わってくれ,中が楽んでいくつらを見じわってくれ,17,7
541,卑怯なのはあなたじゃない,日用なのはあなたじゃない,12,2
542,それは今でも変わらない,それは毎でもかわらない,11,2
543,俺はな強くなったんだよ,おれは夏よくなったんだよ,11,4
544,これはフロイトの言う反復脅迫,これはフロイトのいうはプップク標は,14,8
545,公開された上で殺されている,公開された上でころされている,13,2
546,江川君と同じ雪辱を味わってくれ,上側と同じ手説業を見わわってくれ,15,8
547,時限装置を押す時ためらったじゃん,時限総地をようときためらったじゃん,16,6
548,今の私はあなたとは違う,今の私はあなたとは違う,11,0
549,あいつらと同じことしてどうする,いいつらと同じ込として同様する,15,4
550,あんたも病院に行かなきゃ,アンタも病院にいかなら約,12,6
551,あの劇の帰り道いきなり,あの期のかえり見ちいきなり,11,5
552,部下が犯罪に巻き込まれても,ブカが反在にまき込まれても,13,5
553,警察官の拉致監禁の容疑で,経察間のラチャンキンのよう上で,12,11
554,せっかく僕のクビも免れたんだし,セッククククのクビもマンかれたんだし,15,9
555,今朝は朝までいたのにねー,結査はままでいたのにネU,12,5
556,さっき整理したら出てきた,サッキ製りしたらでてきた,12,6
557,終いにはあいつが平助さんが,おわりいにはいつつが平由さんがが,13,7
558,それとも平助さんがあいつなのか,それとも平由さんがあいつなのか,15,1
559,何とぞ穏便にと言ってきてる,何と同員ににいってきててる,13,6
560,とどめの一撃を受けるまで,とどめの一撃を受けるまで,12,0
561,鉄あるいはスチル製のものだとしか,テツアアイははチックセジののの大しか,16,13
562,指紋は全てふき取られていた,しもんはすべて不当とられていた,13,8
563,手を付けられた形跡がないため,手をつけられた形績がないため,14,2
564,プラス相当頭の切れる人物,プラス相当型間の切れる人述,12,3
565,木元とわたしはまず現場に,気もとと私はまず限番に,12,7
566,犯行があったと思われる,半国があったと思われる,11,2
567,マスコミには見えないから警察,ますごみには見えないから決開,14,6
568,ていうか君たちの話聞かせてくれよ,ていうかき見たちの話しきせてくれよよ,16,5
569,みんな体面ばっか気にしてる感じですね,民ないメンンカカキにしてる感じですね,18,9
570,あの子たちちゃんと話さないでしょ,なこかっちゃちんと話さないでしょ,16,6
571,わたしに向いてくれないと困るの,私に相手的なないとままるの,15,10
572,塾関係者も見ていません,受く感係者も見ていません,11,3
573,出ていった人物もまだ分からん,で定った人部ツもまだわからん,14,6
574,でもたぶん彼女は乗ってくる,でもタブ版の事はのってくる,13,6
575,温情と理解をもって当たり,音常とり回を持ってあたり,12,6
576,その心情を傷つけないように,その新情を入つけないように,13,2
577,定規とコンパスで描ける,上議とコンパスでえがける,11,4
578,なんかすごく盛り上がってる,なんかすごくより上がってる,13,1
579,距離があると盛り上がるけど,キリリがあるとも売えがるけど,13,6
580,でも殺害そのものは否定してます,でも作がおそのものは低てしてます,15,5
581,売られてるのが分かりました,割れてるのがわかりました,13,3
582,わたしも持ってるよこれ,私もってるよここれ,11,5
583,証拠隠滅を図ろうとする犯人は,商おインチェをはかろうとする半人は,14,9
584,ものを考えることができる,ものを考えることができる,12,0
585,それで腹を立てたってわけか,それではらをテテタテェを行か,13,9
586,やってもらえないかなと思って,やってもらえないかなと思って,14,0
587,緊張状態を見ようとした,金長上体を見用とした,11,6
588,あなたたちの狙いは最初から,あなたちちの気来は最初から,13,3
589,じいちゃんたちがやってるから,自じちゃんた違いってるから,14,5
590,またわたしが疑われてる,また私が当がわれてる,11,4
591,今日は色と面白い話があるの,公は以トもも白いな話があるの,13,7
592,常温のミネラルウオタを飲むとは,上音のみわらる多みをの問とは,15,11
593,そうやって温めるだけで,そうやってあたためるだけで,11,3
594,あおむけをうつぶせってするだけでも,アウムをつつぶってするだけでも,17,6
595,わたし先生を殺しちゃった,私戦性をころしちちった,12,8
596,ところが思いも寄らずなのか,ところが思いもよらずなのか,13,1
597,あなたは最初乾いた血痕の上から,あなたは最子かわいたけ結婚の行から,15,7
598,さらにその上にまたすぐに,さらにその映にまたスグに,12,3
599,皮肉にも漂白剤をまいたことで,日にくにも表はインジをアイタコトで,14,13
600,増岡先生のとこが割られてた,ますかかせ専能ととこがわられてた,13,9
601,何でかなってずっと考えてた,なんでかなってずっと考えててた,13,3
602,増岡先生が付き合ってたのは,ますか換線性が月あってたのは,13,9
603,なのにどうして冷静じゃないんだろううって,なのに同してきき製じゃないんだろうってい,20,7
604,気に入ったら後で購入するってやつ,気にいったらの地で購入するって入,16,5
605,由貴を遊んでやったとか,有気をあそんでやったとか,11,4
606,だから思わずそれだけ捨ててしまった,だから思わりそれだけててしまった,17,2
607,さっきから言ってるよね,サッキからいてるよねね,11,6
608,二宮先生が行っていたという,にの味や戦性がここっていたという,13,8
609,だったら二宮先生じゃん,だったらののワイセン製じん,11,8
610,そういうのが確たる証拠っていうの,そういうのが各タクショコッっていうの,16,7
611,対策室もよくやったじゃん,対策質も強りたたじん,12,6
612,出てきたの二宮先生のロッカじゃないよ,でてきたののの味や選成のロッカジャナイよ,18,11
613,わたし物覚え悪いから間違ってて,私ものおぼえないうかからち違ってて,15,9
614,間違えてあなたに伝えちゃった,まちがえてあなたにつっただった,14,7
615,先生みたいに奇麗になりたいなと思って,先性見たいにきれいになりたいなと思って,18,5
616,奇麗になれるかなと思って,ききれになれるかなと思って,12,3
617,じゃああのポリグラフも,外あのポリグラフも,11,3
618,ほかにも遊んだ女のことも,ほかにもあんだだんなのことも,12,4
619,今度刑務所から出てくるときは,コンド経務所からでてくるときは,14,5
620,でもお前に来た話だから,でも今前にきた話しだから,11,3
621,マスコミ向けの広告塔じゃありませんから,ますも見むけのここ国当があありませんから,19,11
622,お前だってきちんとメークしてけば,今前だって近人メUムしてけば,16,7
623,リラックスして楽しんでいってください,リラックスしてたのシンディテルださい,18,8
624,それではよろしくお願いします,それではよろしくお願いします,14,0
625,さらには女性初の室長と,さらには女性はのつちちょうと,11,6
626,俺こういうの苦手なんだけどね,あれこういうのにがてなんだけどねね,14,6
627,きちんとできていますので,月人できていますので,12,4
628,買ったばかりの育毛剤なんですけど,カッタバカリのいうもイイザイナンですけど,16,15
629,今日はあの怖い女がいない,公はなこわいいんながいない,12,8
630,事件解決へとつながってるんですね,時件会決手とつながってるんですね,16,3
631,プライベートは普通の女ですから,プライベUトはフィツのオンなですから,15,7
632,似たようなもんなんですね,に対応なモンナンですね,12,8
633,この仕事ではよくあることなんです,この仕事ではよくあることなんです,16,0
634,最近の社員はすぐびびっちゃって,最近の社員はスグビッチチェット,15,9
635,おそらく大量のアルコールで,おそらく対料のあるコUルで,13,5
636,極秘写真をすっぱ抜いてきた,国日写真をスパインにいてきた,13,7
637,取り組む姿勢に変わりはない,とりくむし成にかわりはない,13,5
638,イケメンもおるのかしら,エケメンもうるのかしら,11,2
639,まったく不自然な点がない,まった不藤前な点がない,12,3
640,本当に脱がなくていいから,本当に分がくっていいから,12,3
641,ここでお酒を飲んでいても,ここでおさけをの電定ても,12,6
642,ましてアルコールに酔って,ましてあるコUルによって,12,4
643,そのまさかを追及するのが,そのまさかをつい給するのが,12,3
644,何かおったような気がするけどな,なにかったようなきがするけどな,15,4
645,プライベート中の追い掛けるの,プライベUト中のおいかけるの,14,3
646,事件に関しての続報です,時件に関してのクク方です,11,4
647,できるわけないじゃない,できるわけないじゃない,11,0
648,テレビはついてたみたいですけど,テレビはついてたたいいですけど,15,2
649,それからは食いつなぐために,それからはいいつなくために,13,2
650,こんなのいちいち気にしてたら,こんなの一一期にしてたら,14,5
651,カメラマンとして活動していた,カメラマンとしてかく同していた,14,3
652,病気にかかり仕事を休んでいたか,病気にかかり仕事を参んでいたかか,15,2
653,あの事故死を調べてるんですよね,あの時故ををられててるんですよね,15,5
654,事故死で片付けられたものを,事故市で高けけられたものを,13,3
655,でも再捜査してよかったですよ,でも最想さしてよかったですよ,14,3
656,つまり実際の事件現場に,つまり実際の時件限場に,11,2
657,何かあったらすぐ連絡下さい,なにかったらすぐ連絡ください,13,5
658,ぱっと見ていい女って思われないと,パット見ていいんなっても思われないと,16,6
659,これあなたの読みどおり,これあなたのよみどりり,11,2
660,爪の先は面が滑らかなの,つめの開きは面がメメカかなの,11,7
661,こういうささくれは何かに触っていると,こういうささくれは何かにさわっていると,18,2
662,第三者の手によって切られた,大阪者の手によってきられた,13,3
663,この男ひと月ほど前から,この大答とつきほど男から,11,5
664,ただ職業上の接点はない,ただ去業業場の設点はない,11,4
665,ストーカー殺人の現場にいたディレクター,ストUカUシャツ人の限分にいたいでくたた,19,13
666,ここに来るまでに迷っちゃった,ここにくるまでにまっょっちった,14,5
667,わたしは自分の目で見て,私は自分のメメメテテ,11,8
668,自分の目で見て確かめたいの,自分のメメテテテししかめたいの,13,7
669,たまたま近くで取材してたから,たまた高くで出在してたから,14,4
670,そろそろ時間だからまた,そろそろ時間だからまた,11,0
671,こちらこそごめんなさい,こちらこそご面なさい,11,2
672,スクープ映像を解析したものよ,スクUプエイウウェを開成したものよ,14,8
673,運航していた船のエンジン音,前国していたフォンのエンジンオン,13,7
674,刃物のようなもので首を刺され,はもののようなものできくををされ,14,6
675,安田に弱みを握られていて,やずだにおわみをに分られていて,12,7
676,高峰仁美がお送りしました,たかみ人と見が多くりしました,12,8
677,死因は現在分かっておりません,試員は現在合かっておりません,14,3
678,とんでもない不祥事だぞ,とんでもないフェショジジだろ,11,7
679,君に責任取ってもらわないとな,気認せ選人とってもらわないとなう,14,7
680,亡くなった男性東郷英憲さんは,なくなった前生当語方でのリラヤは,14,11
681,発見後すぐに助けに入ったかのように,発件を住にたるにはいったかのように,17,8
682,映像を一部切り取り編集しました,映像を一ぶりリリッへ集しました,15,6
683,しかし捏造スクープの映像を,しかしつくうススクUプの映像を,13,5
684,カプセルを服用して死んだ,カップセルを含用してシンだ,12,4
685,高峰にカプセル飲ますのは無理やな,高みにはくセスルのますのはクリヤナ,16,9
686,たった今からこのヤマは,たったいまからこの参まは,11,4
687,上の結論が出るまでお前たちは,映画をクロンがでるまで明えたちは,14,9
688,ここでおとなしく待ってろ,ここでおとししくまってロ,12,3
689,俺だってつらいんだからさ,おれだってつりインだからさ,12,5
690,取り調べ中に人が死んでるんだろう,取りられゲッグに人が新でるんだろう,16,7
691,捜査に決まってるじゃない,そうさにきまってるじゃない,12,4
692,捜査担当から外されたんですってね,そうさた担当からはずされたんですっていね,16,7
693,大変な問題を起こしたんだから,大然な問題をおこしたんだから,14,2
694,こんなもんもらっちゃってねぇ,こんなも問りだちってね,14,6
695,捜査を続行させてほしいってさ,そうさを億高させてほしいってさら,14,6
696,大沢絵里子は首だけどな,おおさわえりこはキビだけどな,11,9
697,アリバイの裏取ってきました,あり倍の裏とってきました,13,5
698,そこから分かった新事実が幾つか,そこからわかった新時術がいくつか,15,5
699,まず東郷の体内から出てきた,まず当合の対内なからでてきた,13,5
700,生放送前で忙しいんだけど,な今小想前でおそがしいんだけど,12,7
701,あなたに一番最初に伝えようと思って,あなたに一番最初につたえようと思って,17,2
702,その日あなたが東郷に青酸カリを,その日あなたが登場に製産からを,15,6
703,この成分はニトロセルロース樹脂,この製分はにとロセルロUスジシ,15,6
704,まず青酸カリ入りのカプセルを,まず製産かりいいのカップセルを,14,7
705,マニキュアのクリアコートでコーティングする,まに役のリリアコUトでコUティングする,21,8
706,これで溶けだす時間を調整できる,これでとけだみ時間を調成できる,15,3
707,これを服用すると塩酸ロペラミドで,これを含用すると円間コレプランドで,16,7
708,毒入りカプセルが溶けだし,ドキリリカップルがとけだし,12,7
709,カプセル剤を飲まなければいけないことを,カップセルヤジをまなければえていなことを,19,8
710,体内に残った成分を計算すると,体内にのコッタセン分を掲載すると,14,8
711,東郷がカプセルを服用したのは,東上が続せるを含用したのは,14,6
712,それから安田のお風呂場で,それからやまだのオフロご重で,12,8
713,優秀なジャーナリストだった,有集なじんなりリストだった,13,6
714,わたしが大きくならないといけない,私が大きくならないといけない,16,3
715,たとえどんなに小さな声でも,たとえどんな日いさなこけでも,13,4
716,生放送中に自白するなんて,な今主送中に時はするなんて,12,5
717,最近残業するようになったらしいね,最近万業するようになったらしいね,16,1
718,そういえば昨日の野立会にも来なかった,そうええば機能ののだち回にもこなかった,18,8
719,イケメンが集う異業種交流会だ,エケメンがつううい業業構入会高だ,14,8
720,片桐が来ないと戦力にならん,型理理がこないと選力にならん,13,5
721,まあそんなかりかりするな,あまそんなかりかりするな,12,2
722,また野立会に来なくなる,またのだち回にこなくなる,11,5
723,ヤマムーにウィッグかぶせて,やマムUにに得かぶせて,13,6
724,殺人を起こしてるヒットマンや,月人をおこしてる日と万安,14,8
725,今回対立する組織の幹部を,今回体率するそしきの完ぶを,12,7
726,それに送られてきたこの人形,それにおくられてきたこの人を強,13,4
727,小野田班と協力して捜査をする,の代はント強力してそうさをする,14,9
728,所持してることには変わりはない,初事してることにはかわりはない,15,3
729,最近ライフル弾を購入した人は,最近ライフルダンを公入した人は,14,3
730,まだ仕事中なんだけどね,まだしご事中なんだけどね,11,2
731,彼女は飛びっ切りの美人だから,かの事はとビックリのビジンだから,14,11
732,銃弾から使われたライフルは,中前から使われたライフルは,13,2
733,おそらく狩猟用のレミントンを,おそく集料用のレワンントを,14,6
734,スケジュール見ておくから,スケジュUル見てくくから,12,2
735,この人何も分かってない,この人何ももわかってない,11,2
736,この人形はおそらくこれから,この人業はおそらくこれから,13,1
737,これは部長クラスしか見れないんだけど,これは無長クラシカミレレないんだけど,18,6
738,呼び出すなよこんな所に,よびだすなおこんなところに,11,6
739,警視庁幹部が仲悪かったんだ,経始長関部がなかわるかったんだ,13,8
740,独自に捜査を進めていたんだ,独人に想査を進めていたんだ,13,2
741,通常の捜査ならあり得ない,通場の想査ならありええない,12,4
742,谷本が同じ格好をさせて,他にもとがおじじゃか答をさせて,11,9
743,警察の動向見るためにな,決作の同構みるためにな,11,5
744,救急車で運ばれたが間もなく,給給者ではこばれたがまもなく,13,6
745,仲間を殺すのはやめるよ,中まをころすのはやめるよ,11,4
746,あそこで発砲するのはやむを得ない処置,そここで発表するのはやむをえないちち,18,6
747,ずっと背負っていくしかない,アットセエッティクししかない,13,10
748,例の刑事さんが撃たれたっていうの,例の経じ産がいたれたっていうの,16,5
749,警備しなくちゃいけなくて,経備しなくちゃいけなるて,12,2
750,ターゲットはその誤射事件に関連した,タUゲットはそのやまい時件に関連した,17,5
751,これでまた誰かが殺される,これでまただれかがころされる,12,4
752,関係してる可能性も含め,関係してる可能性も含め,11,0
753,この仕事自体忘れとんちゃうかな,この仕事時体われるトチャムかな,15,7
754,誤って撃たれた武藤さんが,やまっていたらたた登査万が,12,8
755,それに当時女性刑事ばかりを集めて,それに当時女性計事がかりを追めて,16,3
756,ライバルの野立が注目されていた,ライバルののだちが注目されていた,15,3
757,組織犯罪を統括する長として,そしきは全在を投活する方として,13,9
758,スタンドを分割して警備を行う,スタンドを分活して経備を行う,14,2
759,本当の黒幕はこいつなのよ,本当のクロマクは大いなのよよ,12,7
760,大げさに吹っ飛びやがってお前,お上さにフィット入合がっておざえ,14,10
761,別にいいじゃないっすか,別にいいじゃないスカカ,11,3
762,もう泣いていい見ないから,もうないていいみないから,12,2
763,俺たち最強ツートップだ,おれた最京ツツUトプッだ,11,8
764,相談する女なんかいません,そうダンスドンなん間回ません,12,9
765,どうせまたマスコミ向けに押し付けられた,同セマタママコミムけにおしつけかれた,19,10
766,僕がまだ交番勤務時代に,僕がまだ校番キンム時代に,11,4
767,小野田班はすでに動いている,おのだはハスでにうういている,13,8
768,君たちも至急捜査に当たってくれ,切みたちも消業総さにあたってくれ,15,7
769,前のあれも恋ちゃうちゅうねん,前のあれも大一あく中年,14,9
770,デートなんて行かせないよ,デUトなんていかせないよ,12,2
771,木元と花形はわたしと現場に,気もととは中は私と限分に,13,9
772,片桐は科捜研と連携して,かたぎりはかそう検と連携して,11,8
773,高いことが分かりました,た回ことがわかりました,11,3
774,こう斜めになっていたり,こうななめになっていたり,11,2
775,複数いることを指してる,福すいることをさしてる,11,3
776,傷害と窃盗の前科のある男や,詳合といめ投護の前間がある男か,13,9
777,見慣れてるみたいですね,みなれてる見いいですね,11,4
778,内藤は孤立してたみたいや,内当はこりつしてたみたいや,12,4
779,もう一度ガイ者周りをあたって,もう一度が回まわりを見った,14,7
780,小野田班からの報告がありました,おのダン間かの方国がありました,15,8
781,会ってなく絶縁状態にあるそうです,アッテナクチュン上時にあるそうです,16,10
782,子供を置いて逃げるなんて,ここもをおいてにげるなんて,12,5
783,警察の方とのコミュニケーションは,携載の方とのコミュニケUションは,16,3
784,開設してらっしゃいますが,回設してらましたますが,12,4
785,個別に相談がある場合は,こ別にそうダウがある場合は,11,5
786,追い込んでしまうことが多いんです,いい今でしまうことが多いんです,16,3
787,いつか父親に認められたい,いつかちちおやに見めめられたい,12,6
788,愛されたいと願っていました,いいされたいと言けていました,13,4
789,先客がいたみたいだから,選客がいた見いだだから,11,4
790,一歩も外には出なかったと言っていました,一地も今にはでなかったといっていました,19,4
791,現場の土が車内から出るはずだから,現場のどが社内からでるはだから,16,4
792,ということは証言は本当か,ということは商限は本当か,12,2
793,とにかくお前はおとなしくしてろ,とにかく今前はおとしくして取ろ,15,3
794,ジョギング中の女性が発見しています,女人額が女性が発件しています,17,8
795,ナイフでのど元を一撃された後に,内府での問とを追き的されたの人に,15,10
796,むちゃくちゃな殺し方だが,目チェッチなころしかちだが,12,10
797,後始末だけはしっかりしている,大した続けはしっかりしている,14,4
798,マスコミにたたかれるんだ,ますこみにたたかれるんだ,12,4
799,マスコミ対応の方もばっちりやって,ますも見いいうのほうもバッチリアアテレ,16,17
800,じゃそのサイト閲覧者が,名そのサイト付覧者が,11,3
801,そのメールを見られる全ての人間が,そのメUルを見られるスセテの人限が,16,5
802,年齢も虐待方法も親父そっくりだ,年齢も約体方法も多いじもコックだ,15,9
803,警視庁の大沢絵里子です,経始長のおおさわえりこです,11,10
804,それで一応先生の事件当日の,それで一藤選成の時件当実の,13,5
805,その時間はわたし寝ていましたから,その時間は私ねていましたから,16,4
806,この現場から宮川さんの自宅は,この現場から見かが加んの事宅は,14,5
807,宮川さんは鋭利な刃物で,みやがわさんは影理なはもので,11,9
808,現場に残された靴跡ですが,現場にのコされたくつあとですが,12,6
809,そんなことあるわけないですよ,そんなことあるわけないですよ,14,0
810,その時間は教授室にいました,その時間は強む質にいました,13,3
811,共有パソコンにカメラ付いてるから,公有パソコンにかめらついてるから,16,5
812,前後の日も含めて終日全部,前後の日も含めて収実円,12,4
813,ただ捜査を混乱させるだけだから,ただそそさをコンランさせるだけだから,15,7
814,だったら最後に一緒にやろうよ,だったさい後にいっょうにやらうよよ,14,8
815,父親にひどい虐待を受けていた,地地やに一い約体を受けていた,14,7
816,狭い押し入れの中に閉じ込められた,世界市いれのの間に人目メラレ,16,14
817,そんな毎日が何年も続いた,そんな毎日がな年年つついた,12,4
818,立ち直ることができなかった啓介さんは,たちなうこことができなかった経えせんさんは,18,8
819,それを発見したあなたは,それを発険したあなたは,11,1
820,押し入れに閉じ込められて,おしいれにと時目メラレテ,12,9
