NUM,EXPECTED,model_epoch_01_gs_6146_beam_width_5,# characters,edit distance
409,ほかにも証拠は出てくるはず,ほかにも紹果はでてくるはず,13,3
410,全部罪かぶってくれたのに,全部大加ぶってくれたのに,12,2
411,復活できるとこだったのにな,復活できるとこだったのにな,13,0
412,やっぱり直感は正しかったわ,やっぱりチャチャンはただしかったわ,13,7
413,あんなの持たないでしょ,男のもたないでしょ,11,4
414,卑劣な犯罪者の敵がわたしなの,引れつな反在者の的が私なの,14,9
415,警視庁に来てもらうから,経始長にきてもらくから,11,5
416,マスコミいっぱい来るんでしょ,ますも見いパイクルルでしょ,14,10
417,君にあれはね昆虫を見る目だよ,聞みにあれはネコンチェグを見るめだよ,14,9
418,ある意味カッコ良かったですよ,ある意明ここよかったですよ,14,5
419,同情するなら毛根をくれ,同上するならもう込んを力,11,7
420,何か感づかれるんじゃないかって,何かかんだかれるんじゃないかって,15,3
421,樋口ゆかりを狙ってること,日当やかりを狙ってること,12,3
422,自分の考えを全部は言わない,自分の考えを全演はいわない,13,2
423,本当は真実にあげたかったんだよ,本当は新実に上げたかったんだよ,15,2
424,やっぱりちゃんと考えてるんだあなたも,やっぱりチャント考えてるんだなたも,18,5
425,アピールする狙いもある,イピUルするならいもある,11,4
426,あなたの後ろには私達がいる,あなたの詳ろには私した違いる,13,4
427,みんなに防犯というものを,ミンなに防半というものを,12,3
428,知ってもらうためにやって来ました,しってもらくためにやってきました,16,3
429,絶対にドアを開けてはいけません,絶体にどうをあけてはいけません,15,4
430,不測の事態の対処法です,不作の時体の対象方です,11,5
431,やっぱりあたし無理です,アッパリアタシュクリです,11,10
432,仕事に対する姿勢の問題,仕事に対する市生の問題,11,2
433,家で好きなだけ寝ていなさい,いえで好きなだけてていなさい,13,3
434,木元さんが大変なんですよ,開とさんが対判なんですよ,12,4
435,こちらから連絡するまで,こちらから連絡するまで,11,0
436,誠に申し訳ありませんが,まことにもうしわけありませんが,11,7
437,電話をお受けすることができません,電話を行けすることができません,16,2
438,いやになったんでしょう,いやになったんでしょう,11,0
439,社会人としてあるまじき行為,社回人としてあるまじいこうい,13,5
440,プロの自覚がない人間は,プロの時格がない人減は,11,3
441,とにかく真美りんだけは絶対ダメ,とにかくマミリンだけは全体だめ,15,8
442,部下の人生をもてあそぶ,ブカの人性を持てあばぶ,11,5
443,現在ガイシャの身元の割り出し中です,現在外社のみもとのわり出し注です,17,9
444,ただのチンピラ同士の喧嘩だ,ただのチンピラどうしの検果だ,13,5
445,使われた拳銃はフィリピンルートで,使われた検演はフリピンルUトで,16,4
446,事件ではないと思いますが,時件ではないと思いますが,12,1
447,それはこちらが決めますので,それはこちらが決めますので,13,0
448,これシュークリーム持ってきました,これシUクリUムもってきました,16,4
449,そんなに時間はかからないと思うわ,そんな人間はかからないと思うわ,16,2
450,そういえば木元のやつって,そうええばきもとのやつって,12,4
451,土佐犬より気が強いです,とサインより期が使いです,11,6
452,あの子も相変わらずだな,あのこもい合わわらずだな,11,4
453,少量の塩素酸イオンが含まれていた,商量の円そさんオインが含まれていた,16,6
454,昨日から連絡つかなくってさ,機能から連絡使なくってさ,13,4
455,自宅に電話させてもらいました,自宅に電話させてもらいました,14,0
456,錦糸町のパブで働いてるんだけど,金島ちのパブではタイテルルだけど,15,9
457,このままだと電気も止められる,このままだと電気もとめられる,14,1
458,ただいま留守にしております,ただいマルスにしております,13,3
459,今回も身元の分かる物は,今回もみもとのわかるものは,11,6
460,被害者の自転車にぶつかった,被害者の時点者につつかった,13,4
461,同じメッセージを残してる,同じめセUジをのこしてる,12,5
462,こういうメッセージを残したりはしない,こういうてセUジをのこしたりはしない,18,5
463,木につるし上げたと考えられる,期につくし上げたと考えらられる,14,3
464,これらのことから犯人は,これらのことから半人は,11,1
465,激しいスポーツをやっていて,は受しいスポUツをやっていて,13,3
466,社会生活はきちんとこなしていて,社回生活は月人なしていて,15,6
467,まだ犯行は続く可能性が高い,まだは今後は続く可能性が高い,13,3
468,戻ってるんじゃないかと思って,もっってるんじゃないかと思って,14,2
469,ああいうのに入ったりして,あいうのにはいったりして,12,3
470,派手にはしゃいでいました,はでには最でいました,12,5
471,貼っていったものがありますけど,はっていったものがありますけど,15,1
472,免許証はホームレスから名義を買った,メンシ晶はホUムレスカカメジェジをかった,17,12
473,殴る蹴るで殺したちゅう事件や,なぐるけけでころしたチュム時件や,14,10
474,当時話題になった事件です,当時話いになった時件です,12,2
475,何人かでやったんだよな,なん人かでアタタンだよな,11,6
476,それからリンチ殺人で殺された,それからリンチ末人でころされた,14,3
477,見張り役だった男がいるんです,みは理約だった大こがいるんです,14,6
478,ゲームセンターで遊んでいた,ゲUムセンタUでアソンでいた,13,5
479,センター裏に連れ出し数発殴った,センタUララにつれだし数はつなうった,15,9
480,廃墟で両手足を縛ったうえで監禁,配供で予定しを使えたえで完金,15,10
481,一部をインターネットで流した,一部をインタUネットでながした,14,3
482,その後江川さんは全身打撲による,その上げ側さんは全心だろくによる,15,7
483,自殺に見せかけようとしたが,実作に見せかけようとしたが,13,2
484,このときの警察の対応に,この人の計作の対応に,11,4
485,不自然なタイヤ痕を見つけた,フィシンンないいやコンを見つけた,13,10
486,何もせずに見殺しにした,何もせずにみごろしにした,11,3
487,新しいメールが来てます,新しいメUルがきてます,11,2
488,海外のサーバーから経由しています,回外のサUバUから計入しています,16,5
489,今科捜研がしらべてるだけど,コココ総件が知らべてるだけど,13,6
490,拉致されているのは警視庁の刑事です,彼されているのは携市長の計じです,17,7
491,こっちに回すようにした,こっちにまわすようにした,11,2
492,あの防犯キャンペーンのやつ,あの防半キャンペUンの作,13,4
493,国民の税金使ってあんな遊びして,国民の平均つかってアンなおよびして,15,8
494,お前らが許せないんだよね,お回からがくるねないんだよね,12,5
495,映像見ればわかるでしょ,映像見ればわわるでしょ,11,1
496,指揮権は大沢にしましょう,市期県は大加にしましょう,12,4
497,きわめて危険なマル被です,気わめてきけんなまる日です,12,7
498,病院跡から連れ出されて,病院あとからつれだされて,11,4
499,インターネットの書き込みチェックと,インタUネットのかき込みチェックト,17,3
500,特別犯罪対策の岩井だけど,特別販在対策の意合いだけど,12,5
501,調べてほしいことがあるんや,食べてほしいことがあるんや,13,1
502,逃げられそうで逃げられない,にげられそうでにげられない,13,2
503,絶望で木元の気力が萎える事,出業できもとの機力があえること,13,9
504,犯人もそれを狙っている,半人もそれを狙っている,11,1
505,付けてって言ったんだから早く付けてよ,つけてっていったんだからは約決けてよ,18,5
506,交換条件を持ち出し攻めに転じる,公感状件を持ちょう手目に点じる,15,8
507,だったらいくらなら用意出来る,ダッタライクラなら用意できる,14,9
508,ストレスレベルも相当高い,ストレスレベルも装当た高い,12,2
509,不自然なノイズがずーっと入ってる,フィシンンなのいずがユUタとはいっている,16,14
510,学校でも問題児だったようです,学校でも問題時だったようです,14,1
511,証言を何人もしています,初現を何人もしています,11,2
512,通話の記録ぐらい残っとるやろ,通和の広くグライのコットルやろ,14,11
513,警視庁の野立が頼んでるって,経始長ののだち違人でるとって,13,9
514,みなさんで分けてください,みなさんでわけてください,12,1
515,自己資金もふんだんに使ってる,事故式本ファンダンに使ってる,14,9
516,木元を水槽に入れたのも,記持とを水用に入れたのも,11,4
517,警察をからかって楽しんでる,携載をからかってたのシンデル,13,8
518,高倉山じゃないかという,高くラママジないかという,11,5
519,一度は溺死までさせられかけてる,一度はできしまでさせられかけてる,15,3
520,ボスが来ないと面白くないじゃん,ボスがこないと思しろくないじん,15,5
521,まあ確かにそんな感じだな,ママタしかにそんな感じだな,12,4
522,どこにでも丸腰で行くわ,どこにでもまる後社でいくわ,11,5
523,みんな付いてるそれ忘れないで,みんなついてるそれ忘れないで,14,1
524,ストレスレベルが上がった,ストレスレベルが上がった,12,0
525,これが当時の通報の録音テープや,これが登事の通報のロロインテUプライ,15,9
526,普通のことに興味がなくて,フィツのことに強みがなくて,12,5
527,でも大人になったら個性ですよ,でもおと何なったら今生ですよ,14,5
528,科捜研総動員で解析してもらって,仮想検想同員で開成してもらって,15,7
529,仲間なんて全然当てにならないだろう,なかまなんて全全あってにならないだろう,17,6
530,そんなことやっておもしろいのかよ,そんなことやって思しろいのかよ,16,2
531,友達がリンチされているんです,ともだちがリンチされているんです,14,4
532,俺は色々調べて勉強して,おれはいろろ白べてベンキ強して,11,9
533,少年院から出てきやがった,商年員からでてきややがった,12,4
534,毎年祝ってやがったんだ,まいとしいわってあばがったんだ,11,8
535,小学校の同級生田島しんごです,詳学校の動給制的ました人です,14,8
536,彼も久保からいじめを受けています,彼も防から時目を受けています,16,5
537,木元さんガールスカウトにいたから,回とサンガUルスカウトにいたから,16,5
538,あいつ諦めてなかったんや,いいつ会かめてなかったんや,12,3
539,何も出来ないまま目の前で,なにもできないままめの前で,12,5
540,仲間が死んでいく辛さを味わってくれ,中かが新でいくつらさを見わわってくれ,17,8
541,卑怯なのはあなたじゃない,日用なのはあなたじゃない,12,2
542,それは今でも変わらない,それはいまでもかわらない,11,3
543,俺はな強くなったんだよ,おれは夏よくなったんだよ,11,4
544,これはフロイトの言う反復脅迫,これはフロイトのイインハプクク標は,14,9
545,公開された上で殺されている,公開された上でころされている,13,2
546,江川君と同じ雪辱を味わってくれ,上側と同じ店術を見わわってくれ,15,7
547,時限装置を押す時ためらったじゃん,時限総地をようときためらったじゃん,16,6
548,今の私はあなたとは違う,今の私はあなたとは違う,11,0
549,あいつらと同じことしてどうする,いいつらと同じ込としてどうする,15,2
550,あんたも病院に行かなきゃ,アンタモビイインにいうなから,12,12
551,あの劇の帰り道いきなり,あの期のかえり見ちいきなり,11,5
552,部下が犯罪に巻き込まれても,ブカが反在にまき込まれても,13,5
553,警察官の拉致監禁の容疑で,携末間のラチャンキンのよう上で,12,12
554,せっかく僕のクビも免れたんだし,セッククククのクビもマンかれたんだし,15,9
555,今朝は朝までいたのにねー,結査はままでいたのにネU,12,5
556,さっき整理したら出てきた,サッキ製りしたらでてきた,12,6
557,終いにはあいつが平助さんが,おわりいにはいつつが平由さんがが,13,7
558,それとも平助さんがあいつなのか,それとも平由さんがあいつなのか,15,1
559,何とぞ穏便にと言ってきてる,なにと同員にといってきててる,13,7
560,とどめの一撃を受けるまで,とど目の一撃を受けるまで,12,1
561,鉄あるいはスチル製のものだとしか,てつあるいはスチル製のものだとしか,16,2
562,指紋は全てふき取られていた,しもんはすべて不当とられていた,13,8
563,手を付けられた形跡がないため,手をつけられた形績がないため,14,2
564,プラス相当頭の切れる人物,プラス様当型の離れる人術,12,4
565,木元とわたしはまず現場に,気もとと私はまず限番に,12,7
566,犯行があったと思われる,判行があったと思われる,11,1
567,マスコミには見えないから警察,ますごみには見えないから計施,14,6
568,ていうか君たちの話聞かせてくれよ,ていうかわみたちの話きかせてくれよよ,16,4
569,みんな体面ばっか気にしてる感じですね,ミンナタイン版かきにしてる感じですね,18,8
570,あの子たちちゃんと話さないでしょ,あの高ちちゃんと話さないでしょ,16,2
571,わたしに向いてくれないと困るの,私に見いてくれないとこまるの,15,6
572,塾関係者も見ていません,上関係者も見ていません,11,1
573,出ていった人物もまだ分からん,で定った人物もまだわからん,14,4
574,でもたぶん彼女は乗ってくる,でもタブ版の事はのってくる,13,6
575,温情と理解をもって当たり,音場とり回を持ってあたり,12,6
576,その心情を傷つけないように,その新情を入つけないように,13,2
577,定規とコンパスで描ける,上議とコンパスでえがける,11,4
578,なんかすごく盛り上がってる,なんかすごくより上がってる,13,1
579,距離があると盛り上がるけど,詳りがあるともリアアがるけど,13,6
580,でも殺害そのものは否定してます,でも作がおそのものは提定してます,15,4
581,売られてるのが分かりました,割れてるのがわかりました,13,3
582,わたしも持ってるよこれ,私も持ってるよこれ,11,3
583,証拠隠滅を図ろうとする犯人は,紹介店ををかろうとする半人は,14,6
584,ものを考えることができる,ものを考えることができる,12,0
585,それで腹を立てたってわけか,それではらをててたってわけか,13,3
586,やってもらえないかなと思って,やってもらえないかなと思って,14,0
587,緊張状態を見ようとした,金長上体を見用とした,11,6
588,あなたたちの狙いは最初から,あなたちちの狙いは最初から,13,1
589,じいちゃんたちがやってるから,時時間たちがやってるから,14,5
590,またわたしが疑われてる,また私が当がわれてる,11,4
591,今日は色と面白い話があるの,公はいろと思しろい話があるの,13,7
592,常温のミネラルウオタを飲むとは,上音の見わらくう方を物とは,15,11
593,そうやって温めるだけで,そうやってあたためるだけで,11,3
594,あおむけをうつぶせってするだけでも,あう向けをつぶぶってするだけでも,17,4
595,わたし先生を殺しちゃった,私戦生をころしちゃった,12,6
596,ところが思いも寄らずなのか,ところが思いもよらずなのか,13,1
597,あなたは最初乾いた血痕の上から,あなたは最子かわいたけ結婚の行から,15,7
598,さらにその上にまたすぐに,さらにその映にまたスグに,12,3
599,皮肉にも漂白剤をまいたことで,日にくにも表は印象もまいたことで,14,8
600,増岡先生のとこが割られてた,ますかか先性のとこがわられてた,13,6
601,何でかなってずっと考えてた,なんでかなってずっと考えててた,13,3
602,増岡先生が付き合ってたのは,ますか選性が月あってたのは,13,8
603,なのにどうして冷静じゃないんだろううって,なのに同してきき製じゃないんだろうってい,20,7
604,気に入ったら後で購入するってやつ,気にいったらの地で購入するって作,16,5
605,由貴を遊んでやったとか,有気をあそんでやったとか,11,4
606,だから思わずそれだけ捨ててしまった,だから思わりそれだけててしまった,17,2
607,さっきから言ってるよね,さっきからいってるよね,11,1
608,二宮先生が行っていたという,にの味や戦性がここっていたという,13,8
609,だったら二宮先生じゃん,だったらののワイセン製じん,11,8
610,そういうのが確たる証拠っていうの,そういうのがカクタル少こっていうの,16,6
611,対策室もよくやったじゃん,対策市もよくやったじん,12,2
612,出てきたの二宮先生のロッカじゃないよ,でてきたののにみや先性のロッカ間ないよ,18,8
613,わたし物覚え悪いから間違ってて,私ものおぼえわるいからまちがってて,15,10
614,間違えてあなたに伝えちゃった,まちがえてあなたにつっただった,14,7
615,先生みたいに奇麗になりたいなと思って,先性見たいにきれいになりたいなと思って,18,5
616,奇麗になれるかなと思って,きれいになれるかなと思って,12,3
617,じゃああのポリグラフも,外あのポリグラフも,11,3
618,ほかにも遊んだ女のことも,ほかにもあそんだんなのことも,12,4
619,今度刑務所から出てくるときは,コンド形務所からでてくるときは,14,5
620,でもお前に来た話だから,でもお前にきた話しだから,11,2
621,マスコミ向けの広告塔じゃありませんから,マスコミ向けの公告当があありませんから,19,4
622,お前だってきちんとメークしてけば,今前だって近んとメUクしてけば,16,4
623,リラックスして楽しんでいってください,リラックスしてたの新でいってください,18,3
624,それではよろしくお願いします,それではよろしくお願いします,14,0
625,さらには女性初の室長と,さらには女性はの質長と,11,2
626,俺こういうの苦手なんだけどね,あれこういうのにがてなんだけどねね,14,6
627,きちんとできていますので,月人できていますので,12,4
628,買ったばかりの育毛剤なんですけど,かったばかりのいうもイウザイナンですけど,16,10
629,今日はあの怖い女がいない,公はなこわいいんながいない,12,8
630,事件解決へとつながってるんですね,時件会的へとつながってるんですね,16,3
631,プライベートは普通の女ですから,プライベUトはフィツのオンなですから,15,7
632,似たようなもんなんですね,に対応なもんなんですね,12,4
633,この仕事ではよくあることなんです,この仕事ではよくあることなんです,16,0
634,最近の社員はすぐびびっちゃって,最近の社員はスクビビッチェッテ,15,9
635,おそらく大量のアルコールで,おソラク対料があるコUルで,13,9
636,極秘写真をすっぱ抜いてきた,国日写真を作っぱいいてきた,13,4
637,取り組む姿勢に変わりはない,トリクムシェイにかわりはない,13,8
638,イケメンもおるのかしら,エケメンもうるのかしら,11,2
639,まったく不自然な点がない,まった福事前な点がない,12,4
640,本当に脱がなくていいから,本当にグがなくていいから,12,1
641,ここでお酒を飲んでいても,ここで今下をの電定ても,12,6
642,ましてアルコールに酔って,ましてあるコUルによって,12,4
643,そのまさかを追及するのが,そのまさかをつい級するのが,12,3
644,何かおったような気がするけどな,なにかったような気がするけどな,15,3
645,プライベート中の追い掛けるの,プライベUト中のおいかけるの,14,3
646,事件に関しての続報です,時件に関しての続報です,11,1
647,できるわけないじゃない,できるわけないじゃない,11,0
648,テレビはついてたみたいですけど,テレビはついてたみたいですけど,15,0
649,それからは食いつなぐために,それからはいいつなくために,13,2
650,こんなのいちいち気にしてたら,こんなの一一期にしてたら,14,5
651,カメラマンとして活動していた,カメラママンとして活動していた,14,1
652,病気にかかり仕事を休んでいたか,病気にかかり仕事を参ざんでいたか,15,2
653,あの事故死を調べてるんですよね,あの事故市を食べててるんですよね,15,3
654,事故死で片付けられたものを,事故しでかたづけられたものを,13,4
655,でも再捜査してよかったですよ,でも最想さしてよかったですよ,14,3
656,つまり実際の事件現場に,つまり実際の時件限場に,11,2
657,何かあったらすぐ連絡下さい,なにかったらすぐ連絡ください,13,5
658,ぱっと見ていい女って思われないと,パット見ていいんなっても思われないと,16,6
659,これあなたの読みどおり,これあなたのソミオオリ,11,5
660,爪の先は面が滑らかなの,つめの先は面がなめかかなの,11,5
661,こういうささくれは何かに触っていると,こういうささくれは何かにさわっていると,18,2
662,第三者の手によって切られた,大阪者の手によってきられた,13,3
663,この男ひと月ほど前から,この男年と月ほど前から,11,1
664,ただ職業上の接点はない,ただ職業場のセッテンはない,11,5
665,ストーカー殺人の現場にいたディレクター,ストUカU末人の減ばにいたいれクタU,19,9
666,ここに来るまでに迷っちゃった,ここにくるまでにまっょっちった,14,5
667,わたしは自分の目で見て,私は自分の目で見て,11,3
668,自分の目で見て確かめたいの,自分の目で見てたしかめたいの,13,2
669,たまたま近くで取材してたから,たまた高くで出在してたから,14,4
670,そろそろ時間だからまた,そろそろ時間だからまた,11,0
671,こちらこそごめんなさい,こちらこそご面なさい,11,2
672,スクープ映像を解析したものよ,スクUプ映像を開成したものよ,14,3
673,運航していた船のエンジン音,前国していたフラのエンジンオン,13,6
674,刃物のようなもので首を刺され,はもののようなものできくををされ,14,6
675,安田に弱みを握られていて,ヤヤダによわみをに分られていて,12,7
676,高峰仁美がお送りしました,高み人じみが多くりしました,12,6
677,死因は現在分かっておりません,市員は現在会かっておりません,14,3
678,とんでもない不祥事だぞ,とんでもないフィシ象だだ,11,5
679,君に責任取ってもらわないとな,聞みに先任とってもらわないとなう,14,5
680,亡くなった男性東郷英憲さんは,なくなった前生当語方での理さんは,14,9
681,発見後すぐに助けに入ったかのように,発険を住にたるにはいったかのように,17,8
682,映像を一部切り取り編集しました,映像を追いクリリリリ編集しました,15,7
683,しかし捏造スクープの映像を,しかしヒククスクUプの映像を,13,4
684,カプセルを服用して死んだ,カプセルを含用してシンだ,12,3
685,高峰にカプセル飲ますのは無理やな,高みにはくセスルのますのはクリやな,16,7
686,たった今からこのヤマは,たったいまからこのやまは,11,4
687,上の結論が出るまでお前たちは,上の結論がでるまで明えたちは,14,3
688,ここでおとなしく待ってろ,ここでおとししくまってロ,12,3
689,俺だってつらいんだからさ,おれだって通因だからさ,12,6
690,取り調べ中に人が死んでるんだろう,トリシラベッグに人が新でるんだろう,16,9
691,捜査に決まってるじゃない,そうさにきまってるじゃない,12,4
692,捜査担当から外されたんですってね,そう新当とからはずされたんですってね,16,6
693,大変な問題を起こしたんだから,一然な問題をおこしたんだから,14,3
694,こんなもんもらっちゃってねぇ,こんなも問りだちってね,14,6
695,捜査を続行させてほしいってさ,そうさを億高させてほしいってさら,14,6
696,大沢絵里子は首だけどな,おおさわえりこはキビだけどな,11,9
697,アリバイの裏取ってきました,あり倍の裏とってきました,13,5
698,そこから分かった新事実が幾つか,そこからわかった新事実がいくつか,15,3
699,まず東郷の体内から出てきた,まず東場の対内いからでてきた,13,4
700,生放送前で忙しいんだけど,な今小想前でおそごしいんだけど,12,7
701,あなたに一番最初に伝えようと思って,あなたに一番最初につたえようと思って,17,2
702,その日あなたが東郷に青酸カリを,その日あなたが登場に製産からを,15,6
703,この成分はニトロセルロース樹脂,この製分はにトロセルロUス組し,15,5
704,まず青酸カリ入りのカプセルを,まず製産かり入りのカップセルを,14,5
705,マニキュアのクリアコートでコーティングする,まに役のリリアコUトでコUティングする,21,8
706,これで溶けだす時間を調整できる,これでとけだ水間を調成できる,15,4
707,これを服用すると塩酸ロペラミドで,これを含用するとエンヤンレポラントで,16,9
708,毒入りカプセルが溶けだし,ドキリリカプセルがとけだし,12,5
709,カプセル剤を飲まなければいけないことを,カプセルアンをのまなければいけないことを,19,3
710,体内に残った成分を計算すると,対内にのこった製分を掲載すると,14,6
711,東郷がカプセルを服用したのは,登場がカプセルを含用したのは,14,3
712,それから安田のお風呂場で,それからやまだのオフロ上で,12,7
713,優秀なジャーナリストだった,有集なじゃんなりストだった,13,7
714,わたしが大きくならないといけない,私が大きくならないといけない,16,3
715,たとえどんなに小さな声でも,たとえどんな日いさなこけでも,13,4
716,生放送中に自白するなんて,中方総中に日はくするなんて,12,6
717,最近残業するようになったらしいね,最近全業するようになったらしいね,16,1
718,そういえば昨日の野立会にも来なかった,そうええば機能ののだち回にもこなかった,18,8
719,イケメンが集う異業種交流会だ,エケメンがつうう以上業構機約高だ,14,9
720,片桐が来ないと戦力にならん,私理がこないと選力にならん,13,4
721,まあそんなかりかりするな,あまそんなかりかりするな,12,2
722,また野立会に来なくなる,またのだち回にこなくなる,11,5
723,ヤマムーにウィッグかぶせて,ヤマムUニニェグカブセセ,13,9
724,殺人を起こしてるヒットマンや,月人をおこしてる日と万安,14,8
725,今回対立する組織の幹部を,今回体率する様式の万を,12,6
726,それに送られてきたこの人形,それにおくられてきたこの人業,13,3
727,小野田班と協力して捜査をする,同は万と強力してそうさをする,14,8
728,所持してることには変わりはない,初事してることにはかわりはない,15,3
729,最近ライフル弾を購入した人は,最近ライフルダンを公入した人は,14,3
730,まだ仕事中なんだけどね,まだ仕事長なんだけどね,11,1
731,彼女は飛びっ切りの美人だから,かの事はトビッキリのビジンだから,14,11
732,銃弾から使われたライフルは,中前から使われたライフルは,13,2
733,おそらく狩猟用のレミントンを,おソクク種用よのレミントを,14,7
734,スケジュール見ておくから,スケジュUル見てくくから,12,2
735,この人何も分かってない,この人何ももわかってない,11,2
736,この人形はおそらくこれから,この人業はおそらくこれから,13,1
737,これは部長クラスしか見れないんだけど,これは部長くらしかわれないんだけど,18,4
738,呼び出すなよこんな所に,よびだすなおこんなところに,11,6
739,警視庁幹部が仲悪かったんだ,経始長幹部がなかわるかったんだ,13,7
740,独自に捜査を進めていたんだ,独時にそうさを進めていたんだ,13,4
741,通常の捜査ならあり得ない,通場の総さならありえない,12,4
742,谷本が同じ格好をさせて,たにもとがオナジカックををさせて,11,11
743,警察の動向見るためにな,携末の同構みるためにな,11,5
744,救急車で運ばれたが間もなく,給給者ではこばれたがまもなく,13,6
745,仲間を殺すのはやめるよ,中まをころすのはやめるよ,11,4
746,あそこで発砲するのはやむを得ない処置,そここで発表するのはやむをえないちち,18,6
747,ずっと背負っていくしかない,続っておっていくしかない,13,4
748,例の刑事さんが撃たれたっていうの,例の経事産がいたれたっていうの,16,4
749,警備しなくちゃいけなくて,経びしなくちゃいけなくて,12,2
750,ターゲットはその誤射事件に関連した,タUゲットはそのやまい時件に関連した,17,5
751,これでまた誰かが殺される,これでまただれかがころされる,12,4
752,関係してる可能性も含め,関係してる可能性も含め,11,0
753,この仕事自体忘れとんちゃうかな,この仕事時体われるトチャムかな,15,7
754,誤って撃たれた武藤さんが,あやまっていたらたむ登算が,12,9
755,それに当時女性刑事ばかりを集めて,それに当時女性計議上かりを追めて,16,4
756,ライバルの野立が注目されていた,ライバルののだちが注目されていた,15,3
757,組織犯罪を統括する長として,そしき販在を搭末する方として,13,8
758,スタンドを分割して警備を行う,スタンドを分活して経備を行う,14,2
759,本当の黒幕はこいつなのよ,本当のクロマクは大いなのよよ,12,7
760,大げさに吹っ飛びやがってお前,以上さにフィットビアがってお込ん,14,10
761,別にいいじゃないっすか,別にいいじゃゃないすか,11,2
762,もう泣いていい見ないから,もうないていいみないから,12,2
763,俺たち最強ツートップだ,例った最京ツUトップだ,11,5
764,相談する女なんかいません,そうダンスドンなん間回ません,12,9
765,どうせまたマスコミ向けに押し付けられた,同セマタママコミ向けにおしつけかれた,19,9
766,僕がまだ交番勤務時代に,僕がまだ校番キンム時代に,11,4
767,小野田班はすでに動いている,おのだはハスでにうういている,13,8
768,君たちも至急捜査に当たってくれ,聞みたちも資契想さにあたってくれ,15,7
769,前のあれも恋ちゃうちゅうねん,前のあれも大一あく中年,14,9
770,デートなんて行かせないよ,デUトなんていかせないよ,12,2
771,木元と花形はわたしと現場に,回ととと話たは私と限分に,13,10
772,片桐は科捜研と連携して,かたぎりはかそう検と連携して,11,8
773,高いことが分かりました,高いことがわかりました,11,1
774,こう斜めになっていたり,こうななめになっていたり,11,2
775,複数いることを指してる,ククスイイルことをさしてる,11,7
776,傷害と窃盗の前科のある男や,詳合いとセットの前間がある方から,13,11
777,見慣れてるみたいですね,ミナレテルミタイですね,11,8
778,内藤は孤立してたみたいや,内当はこりつしてたみたいや,12,4
779,もう一度ガイ者周りをあたって,もう一度が回まわりを明って,14,6
780,小野田班からの報告がありました,おのだ半からの方国がありました,15,6
781,会ってなく絶縁状態にあるそうです,あってなくチュイン上体にあるそうです,16,7
782,子供を置いて逃げるなんて,ここもをおいてにげるなんて,12,5
783,警察の方とのコミュニケーションは,警察の方とのコミュニケUションは,16,1
784,開設してらっしゃいますが,回説してらしまいますが,12,4
785,個別に相談がある場合は,こ別に総談がある場合は,11,2
786,追い込んでしまうことが多いんです,いい今でしまうことが多いんです,16,3
787,いつか父親に認められたい,いつかちちおやに認められたい,12,4
788,愛されたいと願っていました,いいされたいと願えていました,13,3
789,先客がいたみたいだから,選客がいた見いだだから,11,4
790,一歩も外には出なかったと言っていました,一地も今にはでなかったといっていました,19,4
791,現場の土が車内から出るはずだから,現場のどが社内からでるはだから,16,4
792,ということは証言は本当か,ということは商限は本当か,12,2
793,とにかくお前はおとなしくしてろ,とにかく今前はおとしくして取ろ,15,3
794,ジョギング中の女性が発見しています,午ジング中の女性が発決しています,17,4
795,ナイフでのど元を一撃された後に,ないフェでのモモトを一撃されたの年に,15,8
796,むちゃくちゃな殺し方だが,ムチェッチナなころしただが,12,9
797,後始末だけはしっかりしている,お年末だけはしっかりしている,14,2
798,マスコミにたたかれるんだ,ますこみにたたかれるんだ,12,4
799,マスコミ対応の方もばっちりやって,マスコミ対応の方もバッチリやって,16,4
800,じゃそのサイト閲覧者が,名そのサイト付覧者が,11,3
801,そのメールを見られる全ての人間が,そのメUルを見られるすべての人限が,16,4
802,年齢も虐待方法も親父そっくりだ,年齢も逆体方法も多いじもコックだ,15,9
803,警視庁の大沢絵里子です,経始長のおおさわえりこです,11,10
804,それで一応先生の事件当日の,それで一藤戦性の時件当実の,13,5
805,その時間はわたし寝ていましたから,その時間は私ねていましたから,16,4
806,この現場から宮川さんの自宅は,この現場から右側さんの事宅は,14,3
807,宮川さんは鋭利な刃物で,みや側さんはエイリなはもので,11,9
808,現場に残された靴跡ですが,現場にのこされたくつあとですが,12,6
809,そんなことあるわけないですよ,そんなことあるわけないですよ,14,0
810,その時間は教授室にいました,その時間は表務質にいました,13,3
811,共有パソコンにカメラ付いてるから,教有パソコンにかめらついてるから,16,5
812,前後の日も含めて終日全部,前後の日も含めて収実円,12,4
813,ただ捜査を混乱させるだけだから,ただそばをコンランさせるだけだから,15,6
814,だったら最後に一緒にやろうよ,だったら最後にいっょうにやらうよよ,14,6
815,父親にひどい虐待を受けていた,ちちおやに一い約体を受けていた,14,8
816,狭い押し入れの中に閉じ込められた,世様しいれの何に人込められた,16,7
817,そんな毎日が何年も続いた,そんな毎日が何年も続いた,12,0
818,立ち直ることができなかった啓介さんは,たちなあうことができなかった経えせんさんは,18,8
819,それを発見したあなたは,それを発険したあなたは,11,1
820,押し入れに閉じ込められて,おしいれにと時目められて,12,5
821,直接的な表現がいいかも,調設的な評限がいいかも,11,4
